collegeID,Institute Name,Address,Contact Info,email,College Type,locality_type,description,year of establishment,landarea,placement avg,placement median,phone number,fax number,website,state,nirfRanking,gender_ratio
67d46f0e7ee10606e96d056e,Indian Institute of Technology Bhilai,"IIT Bhilai, Kutelabhata, Durg, Chhattisgarh, 491002, India.",Phone: 07882991609Fax: Website: https://www.iitbhilai.ac.in,admissions@iitbhilai.ac.in,public,rural,"""## Indian Institute of Technology Bhilai

### Overview

Bhilai is a city in Durg district of the Indian state of Chhattisgarh, in eastern central India. Along with its twin-city Durg, the urban agglomeration of Durg-Bhilai Nagar has a population of more than a million, making it the second-largest urban area in Chhattisgarh after Raipur. The Bhilai metropolis contains three municipal corporations: Bhilai Municipal Corporation, Bhilai Charoda Municipal Corporation and Risali Municipal Corporation. Bhilai is a major industrial and educational hub of central India. The city is home to several industries like Bhilai Steel Plant, Jaypee Cement, Orient Cement, NSPCL Bhilai Power Plant, Steel Authority of India, FSNL and ACC Cement. The city is home to the Indian Institute of Technology Bhilai, as well as the Bhilai Institute of Technology. The city also has the state's oldest zoo, Maitri Bagh. The term Bhilai is derived from the Bhil tribe which originally inhabited this region and continues to dwell in the nearby forests until today. Bhilai was a small village and a part of the Haihaiyavansi Kingdom until 1740 when it was conquered by the Marathas. The foundation of the modern city of Bhilai was laid in 1955 when the Indian government signed a historic agreement with the Soviet Union in Magnitogorsk to establish a steel plant near the village. The first blast furnace of the plant was commissioned in 1959 by the first president of India, Dr. Rajendra Prasad. In the 2011 census, Durg-Bhilainagar Urban Agglomeration had a population of 1,064,222, of which 545,916 are males and 518,306 are females. Bhilai has an average literacy rate of 86.63%, with male literacy at 92.22% and female literacy at 80.71%. Bhilai lies at 21.21°N 81.38°E in Central India at an elevation of 297m above sea level on the banks of the Shivnath river, a tributary of the river Mahanadi.

### Additional Information

It covers an area of 341 km2 (132 sq mi). According to the Bureau of Indian Standards, the town falls under seismic zone 2, in a scale of 2 to 5 (in order of increasing value of vulnerability to earthquakes). Owing to its proximity to the Tropic of Cancer, Bhilai has a tropical climate. There are three main seasons: summer, monsoon, and winter.""",1900,985,52,11,7882991609,5941746302,https://www.iitbhilai.ac.in,Chhattisgarh,73,0.2992403504108485
67d46f0e7ee10606e96d056f,Indian Institute of Technology Goa,"IIT Goa, Goa Engineering College Campus, Farmagudi, Ponda- 403401, Goa, India","Phone: 08322490871,08322490873Fax: Website: www.iitgoa.ac.in",dean.ap@iitgoa.ac.in,public,urban,"""## Indian Institute of Technology Goa

### Overview

Indian Institute of Technology Goa (IIT Goa) is an autonomous public university located in Goa and an institute of National Importance. Ever since an IIT was allotted to Goa by the Central government in 2014, the new Indian Institute of Technology (IIT) at Goa started functioning from July, 2016 in a temporary campus housed at Goa Engineering College (GEC). The campus is located at Farmagudi, Goa. Currently, it offers BTech, MTech and PhD courses in various core and one non-core branches majorly in Electrical Engineering, Computer Science and Engineering, Mechanical Engineering and Mathematics and Computing. As part of the mentorship plan, IIT-Bombay was the mentor for IIT-Goa for three pioneer years. The HRD Ministry had set up an IIT monitoring cell at IIT-Bombay and the committee members had been designated as officials on special duty to supervise the process of setting up IIT-Goa. The temporary campus is located at Farmagudi, Ponda approximately 29 km southeast of Panaji, the capital of Goa and it is a temporary campus with minimal facilities borrowed from GEC Goa. As of now the state government has not given any land to build a campus and lacks the political will to do so. The state of Goa is well connected by road ways, rail ways and air ways with various parts of the country. At present IIT Goa is temporarily accommodated and functioning in the Goa Engineering College (GEC) Campus located at Farmagudi, Goa. Goa Government had identified land for permanent campus in Guleli village panchayat in North Goa's Sattari sub district, measures approximately 320 acres, has been approved by Union ministry of human resources development (HRD).

### Additional Information

The MHRD expects that the IIT Goa will function from the temporary campus for just the initial three years and is expected to move to its permanent facility by the fourth year. In May 2020, four years after IIT Goa started running, Goa Chief Minister Pramod Sawant handed over the documents of transfer of land (admeasuring 10 lakh square meters) in Melauli, Sattari, to the Director of IIT Goa, Prof. B.K. Mishra. This was far from the first site on which the government was trying to build the IIT Goa campus.""",1934,675,84,49,8322490871,4970123679,www.iitgoa.ac.in,Goa,196,0.29126861486855327
67d46f0e7ee10606e96d0570,Indian Institute of Technology Palakkad,"Indian Institute of Technology Palakkad, Nila Campus, Kanjikode West, Palakkad 678623, Kerala",Phone: 04923226326Fax: Website: iitpkd.ac.in,chair.jee@iitpkd.ac.in,public,rural,"""## Indian Institute of Technology Palakkad

### Overview

Indian Institute of Technology Palakkad (IIT Palakkad or IIT PKD) is a public autonomous engineering and research institute located in Palakkad, Kerala. It is one of India's 23 IITs. Proposed in the 2014 Union budget of India, IIT Palakkad was established in 2015 as an Institute of National Importance by the Government of India. The Indian Institutes of Technology (IITs) were established by the Government of India as Institute of National Importance through a Central Statute, the Institutes of Technology Act, 1961. The success of the IITs led to the demand for establishing more such institutions across our country. Kerala, one of India's most educationally advanced states, had a long pending demand for an IIT. In 2012, then Prime Minister Manmohan Singh said that the Centre was seriously considering a proposal to set up an IIT in Kerala under the Twelfth Plan. In July 2014, an IIT in the state of Kerala was proposed in the 2014 Union budget of India, the first budget of Narendra Modi led NDA government. On November 20, 2014, IIT Madras was designated as the mentor institute by the Ministry of Human Resources and Human Development, and the director of IIT Madras, Bhaskar Ramamurthi assumed the role of Mentor Director. The institute's first academic session commenced on August 3, 2015 with 120 students – 30 each in Civil Engineering, Computer Science Engineering, Electrical Engineering and Mechanical Engineering. IIT Palakkad was incorporated in the Institutes of Technology Act, 1961, through the Institutes of Technology (Amendment) Act, 2016, in September 2016. In January 2017, P. B. Sunil Kumar, who was the Professor-in-charge, was appointed as the Director by then President of India, Pranab Mukherjee.

### Additional Information

A. Seshadri Sekhar, professor and head of the department of mechanical engineering at the IIT Madras, succeeded P. B. Sunil Kumar as the director of the institute in October 2022. The institute started functioning in August 2015 from a temporary site located inside the Ahalia Health Heritage & Knowledge Village, Palakkad.The permanent campus, situated in Kanjikode and divided into two sections—Nila (approximately 40 acres) and Sahyadri (about 500 acres) situated opposite each other—saw academic activities commence in the Nila Campus in February 2019.""",1983,676,69,32,4923226326,2067267769,iitpkd.ac.in,Kerala,64,0.9118815459520522
67d46f0e7ee10606e96d0571,Indian Institute of Technology Tirupati,"Indian Institute of Technology Tirupati Yerpedu – Venkatagiri Road, Yerpedu Post, Tirupati District, A.P - 517619","Phone: 91-877-2503531,91-877-2503530Fax: 91-877-2503004Website: www.iittp.ac.in",admissions@iittp.ac.in,public,rural,"""## Indian Institute of Technology Tirupati

### Overview

Indian Institute of Technology Tirupati (IIT Tirupati) is an autonomous engineering and technology education institute located in Tirupati, Andhra Pradesh. Initially mentored by IIT Madras (now IIT Tirupati), Tirupati is a 3rd generation IIT is located in Yerpedu. The institute has a size of 539 acres, including a proposed research park. The Foundation stone for IIT Tirupati was laid by the Union Minister Smriti Irani and M. Venkaiah Naidu, the then Union Minister & former Vice President of India and N. Chandrababu Naidu, Chief Minister of Andhra Pradesh. The Director of IIT Madras, Dr. Bhaskar Ramamurthi has been the Mentor Director of IITT since 2016. In 2017, K.N. Satyanarayana was appointed as director for IIT Tirupati. He was re-elected as the director for a second term since 2022. The institute is planning to construct an 18 acres research park on the campus, which will soon be the largest institute research park in India, overtaking the IIT Madras research park which has a size of 13 acres. IIT Tirupati is the IIT to have the highest gender and faculty-to-student ratio among all the IITs. The college started functioning on 5 August 2015 in a temporary campus housed at Krishna Theja Educational Institutions in Chadalawada Nagar. IIT Tirupati initially functioned out of the campus of Chadalawada Group of Institutes in Tirupati, while the permanent building is coming up near Yerpedu located between Renigunta and Srikalahasti. The hostel facility for boys and girls is ready at the Transit Campus (50 acres), Yerpedu, which is a part of the permanent campus, and is also known as the South Campus.

### Additional Information

The permanent campus is under construction and the transit campus has been already constructed which consists of the Classroom Complex, Hostel block, Open Air Theatre, Computer Labs, Engineering Workshops for all trades, Library, a 500-seater mess, Play Ground, Indoor stadium, and a health center. The campus also has a grocery store, a 24/7 cafeteria, and a new combined Mess-Canteen building on the North campus. Currently, the Stage 1C project of the campus construction is on the verge of completion, in the North campus.""",1925,229,100,57,918772503531,918772503004,www.iittp.ac.in,Andhra Pradesh,61,0.6281488221864869
67d46f0e7ee10606e96d0572,Indian Institute of Technology Jammu,"Indian Institute of Technology Jammu Jagti, PO Nagrota, NH-44 Jammu - 181 221 J&K, India",Phone: 0191-257-0633Fax: Website: https://iitjammu.ac.in,jeeadv@iitjammu.ac.in,public,rural,"""## Indian Institute of Technology Jammu

### Overview

The Indian Institute of Technology Jammu (IIT Jammu) is a public research university located in Jammu, Jammu and Kashmir, India. As one of India's Indian Institutes of Technology, the university came into existence in 2016 when a Memorandum of Understanding (MoU) between Department of Higher Education, Government of Jammu and Kashmir and Department of Higher Education, Ministry of Human Resource Development (MHRD), Government of India, was signed. The IIT campus has been constructed in the village of Jagti, in Nagrota Tehsil, in Jammu district. Set up in the LCD campus, the temporary campus of IIT Jammu has a total of 40,000 sq.ft. built-up area including hostels, house classrooms, a seminar room, a library, a computer Laboratory, faculty offices, a cafeteria, and recreational and creative facilities. The campus has volleyball, basketball, badminton courts, and cricket nets. Indoor sports facilities include table tennis, carom, chess, and snooker. Rooms for music, dance, and other activities are also available. Initially, the first batch of B.Tech. students stayed at the temporary campus for the first two years. They were subsequently transferred to the transit Campus once it was finished to stay with all the subsequent batches. The temporary campus now houses only the Ph.D students and research scholars. The State Government has provided the land, measuring 159 hectare for establishment of Indian Institute of Technology at Jammu. The agreement was signed by Prof. V. Ramgopal Rao, Director IIT Delhi for and on behalf of MHRD, Government of India, being the mentor Institute and Shri Hemant Sharma, Secretary to Government, Higher Education Department Government of Jammu and Kashmir. IIT Jammu started functioning from 2016 itself from a Temporary campus within Jammu city.

### Additional Information

Construction of transit campus also started at the same time, and it was ready for operations within a year. The transit campus, spread over 25 acres within the site of the permanent campus, with built up area of about 2 lakh sq. ft. became operational from August, 2017, with the 2017-18 session commencing on permanent campus. The hostels are well equipped for a comfortable lodging and boarding for 650 students. Now, it houses full strength of the B.Tech. as well as the M.Tech. students.""",1901,1000,85,95,1912570633,8184474248,https://iitjammu.ac.in,Delhi,62,0.6973671272998109
67d46f0e7ee10606e96d0573,Indian Institute of Technology Dharwad,"Indian Institute of Technology Dharwad Permanent Campus(PC), Chikkamalligawad, Dharwad PIN: 580007, Karnataka.",Phone: 91-6364869646Fax: Website: www.iitdh.ac.in,b.tech.admissions@iitdh.ac.in,public,urban,"""## Indian Institute of Technology Dharwad

### Overview

The Indian Institute of Technology Dharwad (IIT-Dharwad or IIT-DH) is an autonomous engineering and technology institute in Dharwad, Karnataka, India. IIT Dharwad started functioning from July 2016 in a temporary campus, previously of the Water and Land Management Institute (WALMI) in Belur Industrial Area, on the outskirts of Dharwad city. It was formally inaugurated on 28 August 2016. IIT Dharwad's permanent campus is situated at Chikkamalligawad, Dharwad, Karnataka. The campus has been fully operational since March 2023, when it was inaugurated and dedicated to the nation by Shri Narendra Modi, Hon’ble Prime Minister of India. For the academic year 2016–2017, the institute offered B.Tech courses in three branches, namely. Electrical Engineering, Computer Science, and Mechanical Engineering. The year 2021 saw the introduction of an additional branch, Engineering physics. As of 2022, the institute expanded to provide four additional courses of study, namely Chemical and Biochemical engineering, Mathematics and Computing, Civil and Infrastructure engineering, and Interdisciplinary Sciences. As part of the mentorship plan, IIT Bombay is the mentor institute for IIT Dharwad. The MoE has set up an IIT monitoring cell at IIT Bombay. The committee members were designated as officials on special duty to supervise the process of setting up IIT Dharwad. The late Union Human Resources Development Minister S. R. Bommai had moved the proposal to the Centre seeking an IIT in Dharwad in the 1990s. In 1998, a committee headed by former ISRO chairman and space scientist Udupi Ramachandra Rao submitted its report recommending an IIT in Hubballi-Dharwad. Union finance Minister Arun Jaitley in the 2015-16 union budget, sanctioned a budget for IIT for Karnataka state and the state government suggested three locations.

### Additional Information

The short-listed cities were Dharwad, Mysuru, and Raichur. IIT Dharwad initially functioned out of the campus of the Water and Land Management Institute (WALMI) in Dharwad near the Karnataka High Court Bench. A permanent campus was set up at Chikkamaligawad village. Around 500 acres belonging to KIADB near Mummigatti on the Pune-Bangalore National Highway off Dharwad was identified for the IIT campus, but that deal was cancelled due to legal hurdles. The permanent campus, at Chikkamalligawad, of the IIT Dharwad was inaugurated on 12 March 2023 by the Prime Minister Narendra Modi.""",1969,550,74,94,916364869646,1559876751,www.iitdh.ac.in,Karnataka,241,0.47709974208409134
67d46f0e7ee10606e96d0574,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","NIT Jalandhar - 144008, India",Phone: 91-181-2690301Fax: 91-181-2690320Website: www.nitj.ac.in,as.daug@nitj.ac.in,public,urban,"""## Dr. B R Ambedkar National Institute of Technology, Jalandhar

### Overview

Dr. B. R. Ambedkar National Institute of Technology Jalandhar (NIT Jalandhar or NITJ), formerly Regional Engineering College Jalandhar, is a public engineering university located in Jalandhar, Punjab, India established in 1987. It has been declared as an Institute of National Importance under the Ministry of Human Resource Development, Govt of India. It is a member of the National Institutes of Technology (NITs) system, a group of premier Indian technical institutes governed by the Council of NITSER on 2002. It was founded as a joint venture between the state and the central government, originally under the name Regional Engineering College, Jalandhar, Punjab, India (RECJ). RECJ (now NITJ) was established in 1989 by the joint venture of Govt of India and Govt of Punjab on the Land of Village Bidhipur and Village Suranussi of District Jalandhar (Punjab) on the Grand Trunk Road bye-pass. Dr B R Ambedkar National Institute of Technology was established in 1987 as Regional Engineering College and was given the status of National Institute of Technology (Deemed University) by the Government of India on 17 October 2002, under the aegis of Ministry of Human Resource Development, New Delhi. The Ministry of Human Resource Development, Government of India has declared the Institute as Institute of National Importance under the act of Parliament-2007. The Institute campus is widespread over an area of 154 acres. It includes teaching facilities and residence buildings for students and staff, plus several amenities. In 2019 ISRO launched their space incubation center at NIT Jalandhar. The students of National Institute of Technology, Jalandhar are drawn from all parts of the country. There are seven (plus one extension to hostel number 7) boys' hostels, two girls' hostels, and a mega girls' hostel.

### Additional Information

A mega hostel with three blocks was recently constructed. The facilities of the reading room, indoor games, etc. are available in each hostel. Internet facility is provided in every hostel. Other facilities like geysers, water purifiers, and Washing Machines are provided in all the hostels. The residential accommodation in hostels comprises cubicles and dormitories which have four-seater, two-seater, and one-seater facilities allotted on the basis of the year and course of study the student is pursuing.""",1990,658,12,79,911812690301,911812690320,www.nitj.ac.in,Punjab,222,0.8858038365787715
67d46f0e7ee10606e96d0575,Maulana Azad National Institute of Technology Bhopal,Link Road No.3 Bhopal (M.P.) India – 462003,Phone: 0755-4051055Fax: 91-755 2670562Website: www.manit.ac.in,fic.admission@manit.ac.in,public,urban,"""## Maulana Azad National Institute of Technology Bhopal

### Overview

The Maulana Azad National Institute of Technology Bhopal (MANIT or NIT Bhopal or NIT-B) is a public technical university located in Bhopal, Madhya Pradesh, India. It is part of a group of publicly funded institutions in India known as National Institutes of Technology. It is named after the Independent India's first Minister of Education (India), scholar and independence activist Abul Kalam Azad who is commonly remembered as Maulana Azad. Established in the year 1960 as Maulana Azad College of Technology (MACT) or Regional Engineering College (REC), Bhopal, it became a National Institute of Technology in 2002 and was recognised as an Institute of National Importance under the NIT Act in 2007. The institute is fully funded by Ministry of Education, Government of India and is governed by the NIT Council. It offers bachelor's, master's and doctoral degrees in science, technology, engineering, architecture and management. MANIT was started in 1960 as Maulana Azad College of Technology (MACT), named after the first Minister of Education of India, Maulana Abul Kalam Azad. MACT started functioning in 1960 at Govt S.V. Polytechnic with an intake of 120 students and seven faculty members. It was one of the first out of eight Regional Engineering Colleges started during the second five-year plan (1956–1960) in India, where the main focus was development of the public sector and rapid industrialisation. To ensure enough supply of trained personnel to meet the demand of rapid industrialisation, a decision was taken to start the Regional Engineering Colleges (RECs), one in each major state of India to churn out graduates with good engineering merit. Thus a total of seventeen RECs were established 1959 onwards, one in each major state of India.

### Additional Information

Each college was a joint and cooperative enterprise of the central government and the concerned state government. MACT was one of the first eight REC's to be established in each region in India. It was established in the Western Region along with Visvesvaraya National Institute of Technology, Nagpur and Sardar Vallabhbhai National Institute of Technology, Surat. It started operating in the premises of Swami Vivekananda Polytechnic Bhopal. Mr. S. R. Beedkar, Principal of Swami Vivekananda Polytechnic was appointed as the planning officer of the institute.""",2003,633,89,69,7554051055,917552670562,www.manit.ac.in,Madhya Pradesh,72,0.6391769033098461
67d46f0e7ee10606e96d0576,Motilal Nehru National Institute of Technology Allahabad,"Motilal Nehru National Institute of Technology Allahabad, Teliyarganj, Prayagraj, Uttar Pradesh, India. Pin Code:211004.","Phone: 91-0532-2271044,2271047Fax: 91-532-2545341Website: www.mnnit.ac.in",lkm@mnnit.ac.in,public,urban,"""## Motilal Nehru National Institute of Technology Allahabad

### Overview

Motilal Nehru National Institute of Technology (MNNIT or NIT Allahabad), formerly Motilal Nehru Regional Engineering College (MNREC), is one of the 31 National Institutes of Technology (NITs), located in Prayagraj of Uttar Pradesh in India. The college was recognized as an Institute of National Importance under the National Institutes of Technology, Science Education and Research Act, 2007. The college has the distinction of being the first in the country to start an undergraduate programme in Computer Science & Engineering, in 1976–77. Motilal Nehru Regional Engineering College was established in 1961, as a part of the seventeen Regional Engineering Colleges as a joint enterprise of the Government of India and the Government of Uttar Pradesh. MNREC was started with undergraduate courses in three engineering disciplines - Civil engineering, Electrical engineering and Mechanical engineering. The foundation stone was laid by Jawaharlal Nehru, the first Prime Minister of India, and the institute was named after his father, lawyer, and freedom fighter, Motilal Nehru. The founding principal of the college was Gopal Kishore Agrawal. The main building of the college was inaugurated by Prime Minister Lal Bahadur Shastri on 18 April 1965. Effective from 26 June 2002, the college became a deemed university and was renamed Motilal Nehru National Institute of Technology. The institute was the first in the country to offer an undergraduate program in Computer Science and Engineering, which was started in 1976, under the Electrical Engineering department. In 1982-83 undergraduate programs in Electronics Engineering, and Production and Industrial Engineering were started. The first Master’s Programme of the Institute was introduced by the Mechanical Engineering Department in the year 1966, offering a two year M.Tech. programme in Mechanical Engineering.

### Additional Information

Subsequently, masters programmes in other engineering disciplines were introduced in 1970-71. It is among the few technical institutions in India to house two supercomputers, PARAM 8000 and PARAM 10000. MNNIT offers ten four-year B.Tech. programmes in Biotechnology, Chemical engineering, Civil engineering, Electrical engineering, Computer science and engineering, Electronics and Communication engineering, Mechanical engineering, Production and Industrial Engineering, Engineering and Computational Mechanics and Materials Engineering. Earlier, B.Tech. in Information technology was also offered, but it was discontinued in 2021 and the seats were subsumed by the computer science and engineering programme.""",1963,416,46,10,9105322271044,915322545341,www.mnnit.ac.in,Uttar Pradesh,60,0.48977132332137174
67d46f0e7ee10606e96d0577,National Institute of Technology Agartala,"P.O.:NATIONAL INSTITUTE OF TECHNOLOGY,AGARTALA Barjala, Jirania, TRIPURA (W) Pin: 799046","Phone: 0381-2548510,0381-2548537Fax: 0381-2546360Website: www.nita.ac.in",ps_partha@yahoo.com,public,rural,"""## National Institute of Technology Agartala

### Overview

National Institute of Technology Agartala (NIT Agartala or NITA) is a technology-oriented institute of higher education established by India's Ministry of Human Resource Development Government of India in Agartala, India. It was founded as Tripura Engineering College in 1965 and declared a National Institute of Technology (NIT) in 2006, thus being recognized as an Institute of National Importance. The institute was established in 1965 as Tripura Engineering College, with the branches of civil, electrical, and mechanical engineering. It was initially affiliated with Calcutta University and had the same curriculum structure and examination system as Bengal Engineering College (currently IIEST Shibpur). After the establishment of Tripura University in 1987, the institute was affiliated with it. Courses toward a degree in computer science and engineering were offered beginning in the 1999–2000 session, and three new degrees were offered beginning in the 2005–06 session: Electrical & Electronics, Production and Transportation Engineering. On 23 February 2006, the Union Cabinet approved the proposal of the state government for the conversion of Tripura Engineering College to the National Institute of Technology. The institute is 4 km off National Highway (NH-44) and about 24 km away from the capital city, Agartala. The nearest Rail station is about 2 km away, at Jirania. The institute was converted from Tripura Engineering College, a State Engineering College, to a National Institute of Technology in 2006 |url. To better reflect this new status, the total seats were increased from 250 to 420 for the academic session 2007 – 2008 and undergraduate courses were introduced in electrical and electronics engineering, transportation engineering and production engineering.

### Additional Information

The Civil Engineering Department started a postgraduate programme in structural engineering to fulfill a state requirement. The campus, which had been nonresidential, was made residential for the 2007 – 2008 session with the reopening of two boys' hostels and one girls' hostel. The institute is built over 365.6 acres (1.48 km2) of land. Engineering Sciences Management, Humanities & Social Sciences NIT Agartala offers nine four-year undergraduate programs in engineering. All undergraduate programs lead to a Bachelor of Technology (B.Tech.) degree.""",1957,372,15,46,3812548510,3812546360,www.nita.ac.in,Tripura,82,0.6053978617144259
67d46f0e7ee10606e96d0578,National Institute of Technology Calicut,"NIT Campus (P.O), Kozhikode, Kerala, PIN - 673601","Phone: 0495-2286110,2286118Fax: 0495-2287250Website: http://www.nitc.ac.in",ugadmissions@nitc.ac.in,public,rural,"""## National Institute of Technology Calicut

### Overview

The National Institute of Technology Calicut (NIT-Calicut or NIT-C) is a public technical university and an institute of national importance governed by the NIT Act passed by the Parliament of India. The campus is situated 22 kilometres (14 mi) northeast of Kozhikode, on the Kozhikode–Mukkam Road. It was established in 1961 and was known as Calicut Regional Engineering College (CREC) until 2002. It is one of the National Institutes of Technology campuses established by the Government of India to impart high standard technical education to students from all over the country. NIT Calicut hosts a supercomputer on its campus, and has a dedicated nanotechnology department. National Institute of Technology, Calicut was set up in 1961 as Regional Engineering College Calicut (CREC), the ninth of its kind and the first one to be established during the Third Five-Year Plan period. Until the formation of Calicut University in 1963, the institute was affiliated with Kerala University. It was largely due to the efforts of Pattom Thanu Pillai, then Chief Minister of Kerala, that the institute came into being. Prof. S. Rajaraman, the first principal of Government Engineering College, Thrissur was appointed as the special officer in 1961 to organise the college's activities until M. V. Kesava Rao took charge as the first principal of the college. The classes were initially held at the Government Polytechnic at West Hill before it moved to its present campus in 1963. The college started with an annual intake of 125 students for the undergraduate courses, on a campus of 120 hectares (1.2 km2; 300 acres). The undergraduate courses' intake increased to 250 in 1966, 150 for the first year, and 100 for the preparatory course.

### Additional Information

The annual intake was reduced from 250 to 200 from the year 1968–69 on account of the industrial recession. After Prof S. Unnikrishnan Pillai took charge as principal in 1983, the Training and Placement Department started organising student campus recruitments. The college moved into the area of information technology in 1984 with the commissioning of multi-user PSI Omni system and HCL workhorse PCs. In 1987 the college celebrated 25 years of its existence, and postgraduate courses were started. The CEDTI was established on the campus the following year.""",1925,465,55,44,4952286110,4952287250,http://www.nitc.ac.in,Kerala,25,0.010170248053779196
67d46f0e7ee10606e96d0579,National Institute of Technology Delhi,"National Institute of Technology Delhi Plot No. FA7, Zone P1, GT Karnal Road, Delhi-110036",Phone: 91-11-33861106Fax: 91-11-27787503Website: www.nitdelhi.ac.in,cic_btechadmissions@nitdelhi.ac.in,public,urban,"""## National Institute of Technology Delhi

### Overview

The National Institute of Technology, Delhi (NIT Delhi or NITD) is a public technical university located in Delhi, India. It has been declared as an Institute of National Importance by the Government of India. It is one of the 31 National Institutes of Technology in India. The National Institute of Technology, Delhi is one of ten NITs established during the 11th Five Year Plan by the Ministry of Education (MOE). The first batch of students was admitted in the year 2010-11, in a three-year undergraduate Bachelor of Technology degree programme in Computer Science and Engineering, Electronics and Communication Engineering, and Electrical and Electronics Engineering. For the first two years, the institute's academic activities were carried out at the National Institute of Technology, Warangal, its mentor institute. The institute moved to a temporary campus at Dwarka, Delhi in August 2012, and then to a temporary IAMR campus in Narela in February 2014. From the academic year 2013-2014 the intake in each undergraduate programme increased to 60 students. A Master of Technology programme in the discipline of Electronics and Communication Engineering with an initial intake of 15 students were introduced during the academic year 2013-14, followed by a PhD programme that started in January 2014 with an initial intake of seven research scholars. A Master of Technology programme in the discipline of Power Electronics and Drives with an intake of 15 students was started during the academic session of 2017-18. NIT Delhi is located about 25 km from Delhi city on National Highway 1. The campus spans over 51 acres (0.21 km2) of land in Narela, Delhi.

### Additional Information

The first phase of the permanent campus of NIT Delhi has been completed and now the institute functions from its permanent campus. NIT Delhi used to run at NILERD Campus, Narela. It has currently shifted to a permanent campus. The Central Library, NIT Delhi was established in June 2012 in Dwarka. It moved to IAMR Campus, Narela Institutional Area in February 2014. It is housed on the first floor of the building. The automation of library services is through an RFID library card.""",2012,756,99,87,911133861106,911127787503,www.nitdelhi.ac.in,Delhi,45,0.39783176312829016
67d46f0e7ee10606e96d057a,National Institute of Technology Durgapur,"Mahatma Gandhi Avenue, Durgapur, West Bengal, India, PIN 713209",Phone: 91-343-2752017Fax: 91-343-2547375Website: www.nitdgp.ac.in,deanac@nitdgp.ac.in,public,urban,"""## National Institute of Technology Durgapur

### Overview

National Institute of Technology Durgapur (also known as NIT Durgapur or NITDGP), formerly known as Regional Engineering College, Durgapur (also known as REC Durgapur or RECDGP), is a public technical university in the city of Durgapur in West Bengal, India. Founded in 1960, it is one of India's oldest technical universities. It is located on a campus of 187 acres (0.75 km²). The Regional Engineering College, Durgapur was first established under the direct control of The University of Burdwan in Burdwan. Later, The National Institute of Technology, Durgapur (formerly Regional Engineering College, Durgapur) was established in 1960 under an Act of the Parliament of India as one of the eight such colleges, as a co-operative venture between the Government of India and the Government of West Bengal aimed to advance engineering education in the country and to foster national integration. Later in 1999, The University Institute of Technology (UIT) was established in replace of REC Durgapur to fill the void of engineering faculty of BU. In 2003, the institution was granted Deemed University status with the approval of the University Grants Commission / All India Council for Technical Education; it was renamed the National Institute of Technology Durgapur and started granting degrees under its name. It became a fully-funded institution administered by an autonomous Board of Governors under the Ministry of Human Resource Development, Government of India. National Institute of Technology Durgapur is one of the institutes in Eastern India to be selected as a Lead Institute under the Technical Education Quality Improvement Programme (TEQIP) of the Govt. Of India funded by the World Bank. In 2007, the Union Government of India declared it an Institute of National Importance.

### Additional Information

On 22 November 2013, during the institute's 9th convocation, Shri Pranab Mukherjee, President of India, addressed the Institution and appreciated its efforts towards research and innovation. The campus spans 187 acres (0.75 km2). The main entrance is located on the eastern end of the campus, facing Mahatma Gandhi Road. The institute's academic facilities are located in the eastern half of the campus; these include the department buildings, laboratories and workshops, lecture halls, computer centres, and the central library.""",1902,481,48,8,913432752017,913432547375,www.nitdgp.ac.in,West Bengal,44,0.67922465430152
